Cst_Cnt,Sta_ID,ChlorA,Phaeop,T_degC,Salnty,O2ml_L,PO4uM,SiO3uM,NO3uM,Depthm,Date,Year,Month,Julian_Day,Lat_Dec,Lon_Dec,Julian_Date,Wind_Spd,Wave_Ht,Dry_T,Wave_Prd,Barometer
26108,076.7 055.0,0.26291666666666663,0.215,9.286764705882353,33.79535294117647,3.508529411764706,1.8373529411764706,32.470588235294116,21.958823529411767,161.7941176470588,1989-02-03,1989,2,34,34.891666,-121.196666,32542.0,10.0,,10.4,,1021.1
26109,076.7 051.0,2.8154999999999997,0.805,10.661,33.76905,4.060499999999999,1.4035,19.285,15.99,88.3,1989-02-03,1989,2,34,35.021666,-120.918333,32542.0,6.0,,10.8,,1022.0
26110,076.7 049.0,7.561818181818182,2.190909090909091,11.394545454545455,33.64718181818182,6.277272727272727,0.6854545454545454,6.790909090909091,5.045454545454546,28.363636363636363,1989-02-03,1989,2,34,35.088333,-120.776666,32542.0,5.0,,11.0,,1021.5
26111,076.7 054.0,0.5513636363636364,0.5213636363636364,9.4640625,33.82853125,3.7315625,1.7478125,30.309375,20.89375,153.5,1989-02-03,1989,2,34,34.848333,-121.03,32542.0,7.0,,11.0,,1020.4
26112,093.3 026.7,0.6914285714285714,0.2842857142857143,13.297142857142857,33.60171428571429,4.692857142857143,1.0671428571428572,11.171428571428573,9.914285714285715,29.857142857142858,1989-04-17,1989,4,107,32.955,-117.305,32615.0,5.0,,17.2,,1017.1
26113,093.3 028.0,0.14555555555555555,0.13055555555555556,9.597241379310345,33.97803571428572,2.5653571428571427,2.039285714285714,34.971428571428575,24.525000000000002,185.6206896551724,1989-04-17,1989,4,107,32.913333,-117.396666,32615.0,3.0,,17.2,,1016.9
26114,093.3 030.0,0.26608695652173914,0.17217391304347826,10.416666666666666,33.93751515151516,2.952121212121212,1.8484848484848484,31.33939393939394,21.72121212121212,164.33333333333334,1989-04-17,1989,4,107,32.846666,-117.533333,32615.0,7.0,,15.7,,1018.8
26115,093.3 035.0,0.15,0.11571428571428573,9.734193548387097,33.917741935483875,2.9003225806451614,1.8935483870967742,34.041935483870965,22.91290322580645,176.41935483870967,1989-04-17,1989,4,107,32.681666,-117.873333,32615.0,7.0,1.0,15.8,6.0,1017.6
26116,093.3 040.0,0.5616666666666666,0.19583333333333333,12.532499999999999,33.668416666666666,4.579166666666667,1.1008333333333333,13.241666666666667,11.433333333333332,47.583333333333336,1989-04-17,1989,4,107,32.51,-118.216666,32615.0,12.0,1.0,17.8,6.0,1017.2
26117,093.3 040.0,0.16045454545454543,0.12681818181818183,9.6840625,33.9336875,2.8425,1.9153125,35.090625,23.51875,170.375,1989-04-17,1989,4,107,32.51,-118.216666,32615.0,12.0,1.0,17.8,6.0,1017.2
26118,093.3 045.0,0.3095,0.23500000000000001,9.313666666666668,33.9704,2.7666666666666666,2.0466666666666664,38.163333333333334,24.783333333333335,179.9,1989-04-18,1989,4,108,32.348333,-118.553333,32616.0,11.0,2.0,16.8,4.0,1016.8
26119,093.3 050.0,0.3005263157894737,0.1936842105263158,9.423448275862068,33.90379310344828,3.0917241379310343,1.9144827586206898,35.57586206896552,23.155172413793103,185.20689655172413,1989-04-18,1989,4,108,32.178333,-118.891666,32616.0,15.0,,14.9,,1018.8
26120,093.3 055.0,0.33238095238095233,0.23333333333333334,9.692903225806452,33.88816129032258,3.3235483870967744,1.845483870967742,33.94193548387097,21.816129032258065,173.7741935483871,1989-04-18,1989,4,108,32.021666,-119.255,32616.0,10.0,,14.7,,1019.2
26121,093.3 060.0,0.2736842105263158,0.14421052631578948,10.227666666666666,33.7585,3.655666666666667,1.5953333333333333,29.1,18.833333333333332,178.6,1989-04-18,1989,4,108,31.843333,-119.573333,32616.0,10.0,,14.9,,1017.6
26122,093.3 070.0,0.19772727272727272,0.10727272727272727,10.6559375,33.67921875,3.98375,1.4621875,,,171.4375,1989-04-18,1989,4,108,31.513333,-120.245,32616.0,10.0,1.0,17.3,5.0,1019.0
26123,093.3 070.0,0.2863636363636364,0.11818181818181818,14.343636363636364,33.30654545454546,5.989090909090908,0.4454545454545455,,1.0,39.45454545454545,1989-04-18,1989,4,108,31.513333,-120.245,32616.0,,,,,
26124,093.3 080.0,0.158,0.097,10.572333333333335,33.6882,4.124,1.3943333333333332,,16.34,179.76666666666668,1989-04-19,1989,4,109,31.18,-120.921666,32617.0,11.0,3.0,17.2,4.0,1017.2
26125,093.3 090.0,0.15857142857142859,0.10142857142857142,10.44,33.613129032258065,4.037419354838709,1.462258064516129,26.703225806451613,16.961290322580645,176.03225806451613,1989-04-19,1989,4,109,30.848333,-121.59,32617.0,13.0,,16.8,,1019.1
26126,093.3 100.0,0.13391304347826088,0.08304347826086957,11.015151515151516,33.50748484848485,4.423333333333333,1.2434375,22.165625,13.775,165.63636363636363,1989-04-19,1989,4,109,30.511666,-122.261666,32617.0,10.0,,17.6,,1017.1
26127,093.3 110.0,0.10578947368421054,0.06842105263157895,11.506896551724138,33.6388275862069,4.3437931034482755,1.2375862068965517,22.53103448275862,13.806896551724137,184.31034482758622,1989-04-19,1989,4,109,30.18,-122.92,32617.0,6.0,1.0,18.7,6.0,1018.5
26128,093.3 110.0,0.13214285714285715,0.07857142857142858,14.775714285714287,33.36978571428572,5.715714285714285,0.4492857142857143,3.507142857142857,1.7571428571428573,70.14285714285714,1989-04-19,1989,4,109,30.18,-122.92,32617.0,,,,,
26129,093.3 120.0,0.11105263157894736,0.07842105263157895,11.865862068965518,33.68903448275862,4.460344827586207,1.1455172413793102,20.53103448275862,12.817241379310344,186.31034482758622,1989-04-20,1989,4,110,29.848333,-123.588333,32618.0,11.0,3.0,19.9,9.0,1017.7
26130,090.0 120.0,0.09263157894736843,0.06368421052631579,12.321034482758622,33.781689655172414,4.421034482758621,1.133793103448276,20.76206896551724,12.66551724137931,182.6206896551724,1989-04-20,1989,4,110,30.425,-123.998333,32618.0,8.0,,18.6,,1018.2
26131,090.0 110.0,0.14625000000000002,0.08666666666666667,10.828235294117647,33.53873529411765,4.376176470588235,1.3094117647058825,23.120588235294118,14.558823529411764,162.26470588235293,1989-04-20,1989,4,110,30.753333,-123.331666,32618.0,5.0,,17.4,,1016.2
26132,090.0 100.0,0.18285714285714288,0.10761904761904761,9.979354838709678,33.66383870967742,3.849354838709677,1.630967741935484,28.825806451612905,17.634482758620692,174.5483870967742,1989-04-20,1989,4,110,31.083333,-122.661666,32618.0,9.0,3.0,18.7,9.0,1017.9
26133,090.0 100.0,0.19153846153846152,0.09692307692307692,13.227692307692308,33.360846153846154,5.418461538461538,0.8823076923076923,8.192307692307692,6.43076923076923,57.15384615384615,1989-04-20,1989,4,110,31.083333,-122.661666,32618.0,,,,,
26134,090.0 090.0,0.13476190476190478,0.08285714285714285,10.447096774193549,33.71722580645161,3.8593548387096774,1.6067741935483872,27.41290322580645,17.9741935483871,174.74193548387098,1989-04-21,1989,4,111,31.416666,-121.985,32619.0,10.0,3.0,16.2,10.0,1016.5
26135,090.0 080.0,0.17545454545454545,0.08090909090909092,11.0384375,33.65246875,4.0978125,1.4534375,24.9375,15.940625,166.5625,1989-04-21,1989,4,111,31.75,-121.318333,32619.0,16.0,,15.2,,1017.0
26136,090.0 070.0,0.2604761904761905,0.15761904761904763,10.401612903225805,33.6766129032258,4.006451612903226,1.5535483870967741,26.52258064516129,17.370967741935484,174.70967741935485,1989-04-21,1989,4,111,32.085,-120.636666,32619.0,15.0,3.0,15.3,6.0,1016.0
26137,090.0 060.0,0.1775,0.10916666666666668,13.635833333333332,33.351333333333336,5.7625,0.6566666666666666,5.291666666666667,3.3333333333333335,42.333333333333336,1989-04-21,1989,4,111,32.418333,-119.96,32619.0,12.0,2.0,17.0,7.0,1017.5
26138,090.0 060.0,0.135,0.09954545454545455,10.60625,33.7013125,3.8646875,1.5725,27.478125,17.375,167.40625,1989-04-21,1989,4,111,32.418333,-119.96,32619.0,12.0,2.0,17.0,7.0,1017.5
26139,090.0 053.0,0.2325,0.15,9.680666666666667,33.844033333333336,3.322666666666666,1.8623333333333334,33.096666666666664,21.633333333333333,177.76666666666668,1989-04-22,1989,4,112,32.65,-119.481666,32620.0,23.0,4.0,16.4,6.0,1015.5
26140,090.0 045.0,0.25,0.1656521739130435,9.886363636363637,33.91839393939394,2.9403030303030304,1.9403030303030304,34.25454545454546,22.824242424242424,166.75757575757575,1989-04-22,1989,4,112,32.918333,-118.936666,32620.0,28.0,,15.2,,1015.5
26141,090.0 037.0,0.17181818181818184,0.09727272727272727,10.2259375,33.8915625,3.1225,1.8390625,32.803125,21.634375,168.125,1989-04-22,1989,4,112,33.185,-118.388333,32620.0,18.0,,14.5,,1013.9
26142,090.0 035.0,0.20666666666666667,0.10142857142857142,10.12241379310345,33.86692857142857,3.181785714285714,1.8182142857142856,29.967857142857145,21.50714285714286,140.55172413793105,1989-04-22,1989,4,112,33.251666,-118.251666,32620.0,10.0,3.0,15.2,6.0,1014.4
26143,090.0 030.0,0.28958333333333336,0.13749999999999998,10.105882352941178,33.878882352941176,3.237058823529412,1.83,31.21470588235294,21.26764705882353,161.94117647058823,1989-04-22,1989,4,112,33.42,-117.903333,32620.0,6.0,4.0,18.8,7.0,1015.3
26144,090.0 030.0,0.44636363636363635,0.17,12.854545454545455,33.561454545454545,5.169090909090909,0.9036363636363636,9.827272727272726,8.509090909090908,35.63636363636363,1989-04-22,1989,4,112,33.42,-117.903333,32620.0,,,,,
26145,090.0 028.0,1.11625,0.24125,13.115,33.593375,5.03875,0.96,11.214285714285714,9.285714285714286,26.375,1989-04-22,1989,4,112,33.485,-117.768333,32620.0,10.0,3.0,18.0,7.0,1014.5
26146,086.7 033.0,1.0699999999999998,0.37125,13.00375,33.606625,4.4975,1.24625,14.2,9.2375,26.5,1989-04-23,1989,4,113,33.89,-118.49,32621.0,15.0,,14.3,,1014.6
26147,086.7 035.0,0.7309090909090908,0.21909090909090911,9.9215625,33.9025,3.1840625,1.84,32.959375,21.3875,163.28125,1989-04-23,1989,4,113,33.823333,-118.628333,32621.0,17.0,,14.0,,1014.8
26148,086.7 039.5,0.29714285714285715,0.14523809523809522,8.85078947368421,34.04747368421053,2.2289473684210526,2.2889473684210526,49.60526315789474,26.326315789473682,296.0,1989-04-23,1989,4,113,33.673333,-118.94,32621.0,22.0,6.0,14.2,6.0,1013.8
26149,086.7 045.0,0.4383333333333333,0.21333333333333335,9.807941176470589,33.971117647058826,2.815,1.9867647058823528,35.39705882352941,23.273529411764706,162.23529411764707,1989-04-23,1989,4,113,33.49,-119.316666,32621.0,19.0,5.0,15.8,6.0,1015.7
26150,086.7 045.0,1.0344444444444445,0.30777777777777776,13.921111111111111,33.604000000000006,5.731111111111111,0.6933333333333334,7.411111111111111,4.288888888888889,27.666666666666668,1989-04-23,1989,4,113,33.49,-119.316666,32621.0,,,,,
26151,086.7 050.0,0.5700000000000001,0.24,11.386,33.727999999999994,4.301,1.409,18.16,15.25,31.4,1989-04-23,1989,4,113,33.323333,-119.665,32621.0,18.0,5.0,16.2,8.0,1015.5
26152,086.7 055.0,0.302,0.16299999999999998,9.145333333333333,33.9375,3.0349999999999997,2.063,37.17333333333333,24.366666666666667,179.96666666666667,1989-04-24,1989,4,114,33.156666,-120.006666,32622.0,19.0,5.0,14.3,5.0,1015.1
26153,086.7 060.0,0.40652173913043477,0.1917391304347826,9.872727272727273,33.745030303030305,3.7154545454545453,1.7030303030303031,29.224242424242423,19.436363636363637,164.1818181818182,1989-04-24,1989,4,114,32.991666,-120.35,32622.0,14.0,,14.4,,1015.8
26154,086.7 070.0,0.1408695652173913,0.06869565217391305,10.63090909090909,33.52724242424243,4.2315151515151515,1.4054545454545453,23.55757575757576,15.348484848484848,164.6060606060606,1989-04-24,1989,4,114,32.656666,-121.033333,32622.0,20.0,,14.7,,1014.9
26155,086.7 080.0,0.18208333333333335,0.09416666666666668,10.61735294117647,33.443970588235295,4.545588235294118,1.3011764705882354,22.923529411764704,14.061764705882354,162.0,1989-04-24,1989,4,114,32.323333,-121.715,32622.0,15.0,4.0,16.3,8.0,1018.2
26156,086.7 080.0,0.21846153846153846,0.10769230769230768,13.360000000000001,33.04161538461538,5.960769230769231,0.5361538461538461,3.523076923076923,1.876923076923077,45.15384615384615,1989-04-24,1989,4,114,32.323333,-121.715,32622.0,,,,,
26157,086.7 090.0,0.1323809523809524,0.08523809523809524,10.688387096774193,33.5268064516129,4.241612903225807,1.3658064516129034,24.664516129032258,15.325806451612904,173.80645161290323,1989-04-25,1989,4,115,31.991666,-122.393333,32623.0,12.0,5.0,15.4,7.0,1016.8
26158,086.7 100.0,0.11041666666666666,0.06416666666666666,11.964705882352941,33.6295,4.142941176470589,1.3008823529411766,21.379411764705882,13.679411764705883,161.97058823529412,1989-04-25,1989,4,115,31.656666,-123.07,32623.0,9.0,,14.8,,1017.9
26159,086.7 110.0,0.14454545454545456,0.08636363636363636,11.29625,33.58109375,4.2890625,1.28875,22.41875,14.0625,172.40625,1989-04-25,1989,4,115,31.323333,-123.745,32623.0,18.0,,15.0,,1017.6
26160,083.3 110.0,0.10869565217391304,0.06304347826086956,12.114242424242423,33.610484848484845,4.6332258064516125,1.0981818181818181,19.09090909090909,11.693939393939393,164.42424242424244,1989-04-25,1989,4,115,31.91,-124.17,32623.0,12.0,5.0,17.0,9.0,1018.5
26161,083.3 110.0,0.12214285714285714,0.060714285714285714,15.515714285714285,33.40371428571429,5.78,0.39142857142857146,2.9071428571428575,0.6285714285714287,54.214285714285715,1989-04-25,1989,4,115,31.91,-124.17,32623.0,,,,,
26162,083.3 100.0,0.10700000000000001,0.071,11.528333333333334,33.633433333333336,4.306666666666667,1.2770000000000001,22.226666666666667,14.166666666666666,176.86666666666667,1989-04-26,1989,4,116,32.243333,-123.491666,32624.0,10.0,5.0,15.9,10.0,1018.0
26163,083.3 090.0,0.20761904761904765,0.09952380952380951,10.02032258064516,33.50535483870968,4.405483870967742,1.4248387096774193,26.116129032258065,16.18064516129032,176.48387096774192,1989-04-26,1989,4,116,32.578333,-122.811666,32624.0,13.0,,14.7,,1019.1
26164,083.3 080.0,0.23857142857142857,0.12285714285714286,9.470967741935485,33.62106451612903,3.764838709677419,1.6961290322580644,31.200000000000003,19.903225806451612,174.7741935483871,1989-04-26,1989,4,116,32.911666,-122.128333,32624.0,8.0,,14.4,,1019.1
26165,083.3 070.0,0.23421052631578948,0.12157894736842105,9.657931034482758,33.68327586206897,3.762068965517241,1.6903448275862067,31.641379310344828,19.73793103448276,183.55172413793105,1989-04-26,1989,4,116,33.245,-121.443333,32624.0,12.0,4.0,16.7,6.0,1021.9
26166,083.3 070.0,0.33749999999999997,0.125,13.668333333333335,33.21575,6.036666666666666,0.5316666666666666,3.8333333333333335,1.8,33.916666666666664,1989-04-26,1989,4,116,33.245,-121.443333,32624.0,,,,,
26167,083.3 060.0,0.5219047619047619,0.2671428571428572,9.39516129032258,33.96535483870967,2.909032258064516,2.054193548387097,36.358064516129026,24.138709677419353,174.38709677419354,1989-04-27,1989,4,117,33.578333,-120.756666,32625.0,15.0,4.0,15.6,8.0,1021.0
26168,083.3 055.0,0.5114285714285715,0.28095238095238095,9.178064516129032,34.03454838709677,2.4406451612903224,2.201290322580645,39.49677419354839,26.458064516129035,176.19354838709677,1989-04-27,1989,4,117,33.745,-120.41,32625.0,14.0,,15.0,,1021.0
26169,083.3 051.0,0.6485714285714286,0.3457142857142857,11.18642857142857,33.76978571428571,3.9878571428571425,1.5357142857142858,19.67142857142857,17.092857142857145,34.142857142857146,1989-04-27,1989,4,117,33.878333,-120.133333,32625.0,20.0,,13.0,,1019.8
26170,083.3 042.0,0.42894736842105263,0.2594736842105263,10.69,33.87531578947368,3.688947368421053,1.75,24.31578947368421,19.773684210526316,67.42105263157895,1989-04-27,1989,4,117,34.178333,-119.508333,32625.0,6.0,1.0,13.4,6.0,1019.3
26171,083.3 040.6,1.3357142857142856,0.4128571428571428,12.365714285714287,33.741142857142854,5.247142857142856,1.2542857142857142,14.685714285714285,12.571428571428571,11.142857142857142,1989-04-27,1989,4,117,34.225,-119.411666,32625.0,1.0,1.0,13.7,6.0,1019.9
26172,083.3 040.6,1.2233333333333334,0.41333333333333333,12.21,33.75233333333333,5.066666666666666,1.3066666666666666,15.816666666666668,13.283333333333333,13.833333333333334,1989-04-27,1989,4,117,34.225,-119.411666,32625.0,,,,,
26173,081.8 046.9,0.5225000000000001,0.3429166666666667,8.596216216216217,34.10102777777777,1.8763888888888889,2.580857142857143,52.36944444444444,28.225,205.40540540540542,1989-04-27,1989,4,117,34.273333,-120.025,32625.0,23.0,5.0,15.1,8.0,1016.9
26174,080.0 051.0,1.3287499999999999,1.1712500000000001,9.74,33.902375,3.18375,1.93875,28.475,22.1375,35.375,1989-04-28,1989,4,118,34.448333,-120.525,32626.0,23.0,,13.1,,1017.1
26175,080.0 053.0,0.142,0.146,8.999285714285714,33.93075,2.751785714285714,2.1339285714285716,37.1,25.532142857142855,159.0,1989-04-28,1989,4,118,34.383333,-120.663333,32626.0,22.0,,13.1,,1017.1
26176,080.0 055.0,0.3391304347826087,0.20304347826086958,9.124871794871796,33.86797435897436,3.0864102564102565,2.001025641025641,40.68205128205128,23.599999999999998,250.3846153846154,1989-04-28,1989,4,118,34.316666,-120.801666,32626.0,19.0,,13.4,,1017.0
26177,080.0 057.5,0.2842857142857143,0.1457142857142857,8.792424242424241,33.9784705882353,2.3785714285714286,2.276,54.34285714285714,27.208571428571428,369.65714285714284,1989-04-28,1989,4,118,34.233333,-120.976666,32626.0,22.0,,14.2,,1016.6
26178,080.0 060.0,0.33208333333333334,0.1975,7.9012280701754385,34.05275438596491,2.417719298245614,2.32859649122807,50.65208333333334,28.6859649122807,519.0526315789474,1989-04-28,1989,4,118,34.151666,-121.15,32626.0,21.0,3.0,14.7,5.0,1016.9
26179,080.0 064.0,0.22600000000000003,0.1275,11.1135,33.59545,4.45,1.3279999999999998,18.130000000000003,14.419999999999998,84.9,1989-04-28,1989,4,118,34.033333,-121.465,32626.0,18.0,3.0,16.4,5.0,1018.1
26180,080.0 070.0,0.4135,0.1845,9.349333333333334,33.849266666666665,3.4589655172413796,1.871,35.07,22.759999999999998,180.36666666666667,1989-04-28,1989,4,118,33.816666,-121.843333,32626.0,17.0,4.0,16.5,6.0,1017.0
26181,080.0 080.0,0.17,0.10421052631578948,9.215172413793104,33.767034482758625,3.429310344827586,1.8327586206896551,34.675862068965515,22.820689655172412,185.6551724137931,1989-04-29,1989,4,119,33.483333,-122.533333,32627.0,15.0,,14.8,,1016.5
26182,080.0 090.0,0.15666666666666668,0.0880952380952381,10.11516129032258,33.51,4.305806451612903,1.4651612903225808,26.774193548387096,16.606451612903225,166.90322580645162,1989-04-29,1989,4,119,33.15,-123.223333,32627.0,10.0,,14.2,,1017.1
26183,076.7 090.0,0.2642857142857143,0.13857142857142857,9.453548387096774,33.74441935483871,3.5306451612903227,1.8219354838709678,33.26129032258064,21.741935483870968,173.8709677419355,1989-04-29,1989,4,119,33.721666,-123.633333,32627.0,4.0,1.0,16.1,5.0,1016.9
26184,076.7 080.0,0.21166666666666667,0.09749999999999999,13.565,33.38783333333333,5.6525,0.7491666666666666,6.458333333333333,5.158333333333334,40.833333333333336,1989-04-29,1989,4,119,34.055,-122.941666,32627.0,8.0,2.0,17.2,9.0,1017.1
26185,076.7 080.0,0.2895,0.156,9.741666666666667,33.77603333333333,3.4863333333333335,1.8,31.73,21.196666666666665,181.33333333333334,1989-04-29,1989,4,119,34.055,-122.941666,32627.0,8.0,2.0,17.2,9.0,1017.1
26186,076.7 070.0,0.3066666666666667,0.16857142857142857,9.473870967741936,33.75509677419355,3.608064516129032,1.777741935483871,32.89677419354839,21.5,175.80645161290323,1989-04-30,1989,4,120,34.388333,-122.248333,32628.0,6.0,2.0,16.0,8.0,1015.5
26187,076.7 060.0,0.2205,0.158,9.085,33.86853333333333,3.2016666666666667,1.9283333333333335,36.269999999999996,24.123333333333335,180.16666666666666,1989-04-30,1989,4,120,34.721666,-121.548333,32628.0,3.0,,15.2,,1017.1
26188,076.7 055.0,0.37454545454545457,0.30227272727272725,9.183125,33.9513125,2.6490625,2.1290625,38.346875,25.94375,171.375,1989-04-30,1989,4,120,34.886666,-121.196666,32628.0,8.0,,13.8,,1017.2
26189,076.7 051.0,0.1885,0.231,9.7645,33.9324,3.099,1.9375,30.669999999999998,23.425,86.15,1989-04-30,1989,4,120,35.023333,-120.918333,32628.0,6.0,1.0,14.0,8.0,1016.8
26190,076.7 049.0,0.9372727272727274,0.5009090909090909,11.346363636363636,33.72654545454546,4.883636363636364,1.3572727272727272,17.70909090909091,14.590909090909092,24.181818181818183,1989-04-30,1989,4,120,35.088333,-120.776666,32628.0,7.0,1.0,14.0,7.0,1018.1
26191,093.3 026.7,0.45099999999999996,0.24300000000000002,13.508000000000001,33.6034,4.726,1.0050000000000001,10.6,9.959999999999999,26.2,1989-07-18,1989,7,199,32.945,-117.315,32707.0,7.0,2.0,20.4,7.0,1015.5
26192,093.3 026.7,0.49090909090909096,0.2727272727272727,13.639999999999999,33.60518181818182,5.108888888888888,0.9890909090909091,10.754545454545454,9.718181818181819,24.727272727272727,1989-07-18,1989,7,199,32.945,-117.306666,32707.0,7.0,2.0,20.4,7.0,1015.5
26193,093.3 028.0,0.24250000000000002,0.1679166666666667,10.968529411764706,33.95438235294118,2.8394117647058827,1.825294117647059,28.879411764705882,21.314705882352943,164.3235294117647,1989-07-18,1989,7,199,32.9,-117.398333,32707.0,9.0,2.0,20.5,6.0,1014.5
26194,093.3 030.0,0.9445833333333334,0.17958333333333332,11.150588235294117,33.926382352941175,3.043235294117647,1.783235294117647,28.429411764705883,20.25588235294118,164.94117647058823,1989-07-19,1989,7,200,32.845,-117.54,32708.0,8.0,2.0,19.5,6.0,1013.7
26195,093.3 035.0,0.1925,0.11541666666666667,11.567058823529411,33.862529411764704,3.3773529411764707,1.5994117647058825,27.099999999999998,18.473529411764705,163.73529411764707,1989-07-19,1989,7,200,32.678333,-117.876666,32708.0,6.0,,20.5,,1014.3
26196,093.3 040.0,0.2831578947368421,0.1726315789473684,10.326206896551723,33.979827586206895,2.5844827586206898,1.9610344827586206,34.52068965517241,23.43448275862069,189.0,1989-07-19,1989,7,200,32.52,-118.221666,32708.0,6.0,,18.0,,1013.3
26197,093.3 045.0,0.2565217391304348,0.18608695652173915,10.690606060606061,33.90684848484848,3.118484848484848,1.7724242424242425,31.830303030303032,21.615151515151513,166.0,1989-07-19,1989,7,200,32.348333,-118.565,32708.0,9.0,4.0,16.5,8.0,1013.1
26198,093.3 050.0,0.2727272727272727,0.21181818181818182,14.456363636363637,33.61572727272728,5.142727272727273,0.7063636363636363,6.663636363636363,6.6,27.0,1989-07-19,1989,7,200,32.173333,-118.901666,32708.0,11.0,4.0,18.1,7.0,1014.0
26199,093.3 050.0,0.19666666666666666,0.26125000000000004,10.286764705882353,33.92741176470588,2.8979411764705882,1.8423529411764705,32.529411764705884,22.273529411764706,163.08823529411765,1989-07-19,1989,7,200,32.148333,-118.916666,32708.0,11.0,4.0,18.1,7.0,1014.0
26200,093.3 055.0,0.194,0.14350000000000002,9.749354838709678,33.8954,2.8616666666666664,1.9340000000000002,37.05,23.446666666666665,182.25806451612902,1989-07-20,1989,7,201,32.006666,-119.233333,32709.0,20.0,7.0,18.2,7.0,1012.0
26201,093.3 060.0,0.21958333333333332,0.12333333333333334,10.798529411764704,33.86379411764705,3.3008823529411764,1.7061764705882352,29.173529411764704,19.71764705882353,171.44117647058823,1989-07-20,1989,7,201,31.853333,-119.573333,32709.0,18.0,,16.8,,1011.5
26202,093.3 070.0,0.16583333333333333,0.09375,11.165151515151514,33.638636363636365,4.035757575757576,1.3881818181818182,25.063636363636363,15.557575757575757,166.63636363636363,1989-07-20,1989,7,201,31.503333,-120.251666,32709.0,22.0,,16.3,,1011.5
26203,093.3 080.0,0.22083333333333333,0.08333333333333333,15.864166666666668,33.24225,5.885000000000001,0.35333333333333333,2.466666666666667,0.16666666666666666,34.333333333333336,1989-07-20,1989,7,201,31.188333,-120.93,32709.0,25.0,9.0,19.5,6.0,1013.4
26204,093.3 080.0,0.17166666666666666,0.09458333333333334,11.652058823529412,33.63111764705883,3.9899999999999998,1.3605882352941177,23.735294117647058,15.270588235294118,168.23529411764707,1989-07-20,1989,7,201,31.188333,-120.948333,32709.0,25.0,9.0,19.5,6.0,1013.4
26205,093.3 090.0,0.14333333333333334,0.07416666666666667,11.679411764705883,33.62079411764706,4.24235294117647,1.2902941176470588,24.061764705882354,14.738235294117647,172.26470588235293,1989-07-21,1989,7,202,30.848333,-121.593333,32710.0,25.0,10.0,16.9,6.0,1011.5
26206,093.3 100.0,0.10708333333333335,0.06416666666666666,12.314411764705882,33.57512121212121,4.291515151515152,1.22,21.709090909090907,13.575757575757576,171.0,1989-07-21,1989,7,202,30.516666,-122.263333,32710.0,23.0,,17.0,,1013.0
26207,093.3 110.0,0.12086956521739131,0.07434782608695652,11.900294117647059,33.634454545454545,4.0648484848484845,1.2778787878787878,24.14848484848485,15.10909090909091,170.11764705882354,1989-07-21,1989,7,202,30.19,-122.92,32710.0,26.0,10.0,18.2,7.0,1014.8
26208,093.3 110.0,0.12250000000000001,0.06,16.709166666666665,33.31425,5.704999999999999,0.3941666666666666,2.25,0.48333333333333334,35.75,1989-07-21,1989,7,202,30.218333,-122.925,32710.0,,,,,
26209,093.3 120.0,0.10708333333333335,0.044583333333333336,12.723823529411765,33.593264705882355,4.5594117647058825,1.0282352941176471,19.841176470588238,11.850000000000001,165.05882352941177,1989-07-22,1989,7,203,29.845,-123.586666,32711.0,20.0,12.0,17.8,6.0,1013.8
26210,090.0 120.0,0.13130434782608696,0.07608695652173914,11.761818181818182,33.63554545454545,4.121515151515151,1.2915151515151515,24.175757575757576,15.415151515151514,172.75757575757575,1989-07-22,1989,7,203,30.435,-123.993333,32711.0,22.0,,17.4,,1014.3
26211,090.0 110.0,0.18166666666666667,0.09583333333333333,11.610294117647058,33.702588235294115,3.9497058823529407,1.321764705882353,26.61470588235294,16.841176470588238,167.7941176470588,1989-07-22,1989,7,203,30.751666,-123.335,32711.0,15.0,7.0,17.5,6.0,1015.0
26212,090.0 110.0,0.26333333333333336,0.12,15.919166666666667,33.413666666666664,5.6525,0.45999999999999996,4.55,2.3083333333333336,46.416666666666664,1989-07-22,1989,7,203,30.76,-123.338333,32711.0,,,,,
26213,090.0 100.0,0.14636363636363636,0.06909090909090909,12.1678125,33.61825,4.1978125,1.2662499999999999,23.909375,14.584375,167.15625,1989-07-22,1989,7,203,31.103333,-122.66,32711.0,10.0,8.0,17.1,6.0,1015.4
26214,090.0 090.0,0.14652173913043479,0.08304347826086957,12.087575757575758,33.58924242424242,4.216666666666667,1.251818181818182,23.30606060606061,13.94848484848485,165.63636363636363,1989-07-23,1989,7,204,31.425,-121.998333,32712.0,6.0,,16.4,,1016.3
26215,090.0 080.0,0.14166666666666666,0.09499999999999999,11.803235294117647,33.58517647058824,4.242058823529412,1.2370588235294118,21.95,13.888235294117647,166.8235294117647,1989-07-23,1989,7,204,31.748333,-121.316666,32712.0,4.0,,16.1,,1016.7
26216,090.0 070.0,0.23952380952380953,0.12428571428571428,10.740645161290322,33.62816129032258,4.0529032258064515,1.4041935483870969,26.219354838709677,16.583870967741937,175.70967741935485,1989-07-23,1989,7,204,32.09,-120.64,32712.0,1.0,2.0,18.8,6.0,1018.9
26217,090.0 070.0,0.368,0.16,14.738999999999999,33.265499999999996,5.929,0.46399999999999997,2.95,1.49,38.8,1989-07-23,1989,7,204,32.095,-120.643333,32712.0,,,,,
